operator,kwargs,input_shape,cpu_time,gpu_time
cat,"(tensors=[t1,t2,t3],dim=0)","[32, 4, 128, 8]x3",0.272ms,0.005ms
cat,"(tensors=[t1,t2,t3,t4],dim=0)","[4, 1]x4",0.236ms,0.002ms
cat,"(tensors=[t1,t2,t3,t4],dim=0)","[16, 1, 128]x4",0.265ms,0.003ms
cat,"(tensors=[t1,t2,t3,t4],dim=0)","[8, 4, 128, 1]x4",0.238ms,0.003ms
cat,"(tensors=[t1,t2],dim=1)","[4, 16]x2",0.241ms,0.002ms
cat,"(tensors=[t1,t2],dim=1)","[1, 4, 128]x2",0.238ms,0.002ms
cat,"(tensors=[t1,t2],dim=1)","[4, 16, 8, 128]x2",0.238ms,0.003ms
cat,"(tensors=[t1,t2,t3],dim=1)","[32, 128]x3",0.226ms,0.002ms
cat,"(tensors=[t1,t2,t3],dim=1)","[128, 8, 4]x3",0.225ms,0.002ms
cat,"(tensors=[t1,t2,t3],dim=1)","[128, 4, 16, 8]x3",0.224ms,0.004ms
cat,"(tensors=[t1,t2,t3,t4],dim=1)","[4, 32]x4",0.226ms,0.002ms
cat,"(tensors=[t1,t2,t3,t4],dim=1)","[128, 8, 1]x4",0.273ms,0.002ms
cat,"(tensors=[t1,t2,t3,t4],dim=1)","[8, 4, 32, 128]x4",0.236ms,0.007ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(1, 1, 96, 96)",0.247ms,0.003ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(1, 8, 96, 96)",0.213ms,0.005ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(1, 32, 96, 96)",0.224ms,0.013ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(1, 64, 96, 96)",0.223ms,0.026ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(1, 128, 96, 96)",0.272ms,0.055ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(1, 1, 256, 256)",0.28ms,0.005ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(1, 8, 256, 256)",0.226ms,0.023ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(1, 32, 256, 256)",0.338ms,0.098ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(1, 64, 256, 256)",0.42ms,0.194ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(1, 128, 256, 256)",0.657ms,0.385ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(1, 1, 640, 640)",0.229ms,0.019ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(1, 8, 640, 640)",0.367ms,0.155ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(1, 32, 640, 640)",0.855ms,0.611ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(1, 64, 640, 640)",1.488ms,1.217ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(1, 128, 640, 640)",2.686ms,2.438ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(8, 1, 96, 96)",0.222ms,0.005ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(8, 8, 96, 96)",0.259ms,0.026ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(8, 32, 96, 96)",0.352ms,0.109ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(8, 64, 96, 96)",0.454ms,0.214ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(8, 128, 96, 96)",0.67ms,0.427ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(8, 1, 256, 256)",0.203ms,0.023ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(8, 8, 256, 256)",0.389ms,0.194ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(8, 32, 256, 256)",1.038ms,0.769ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(8, 64, 256, 256)",1.776ms,1.533ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(8, 128, 256, 256)",3.338ms,3.065ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(8, 1, 640, 640)",0.392ms,0.155ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(8, 8, 640, 640)",1.491ms,1.218ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(8, 32, 640, 640)",6.226ms,5.984ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(8, 64, 640, 640)",12.240ms,11.967ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=1","(8, 128, 640, 640)",19.710ms,19.436ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(1, 1, 96, 96)",0.248ms,0.003ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(1, 8, 96, 96)",0.238ms,0.003ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(1, 32, 96, 96)",0.228ms,0.005ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(1, 64, 96, 96)",0.296ms,0.009ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(1, 128, 96, 96)",0.268ms,0.021ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(1, 1, 256, 256)",0.23ms,0.003ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(1, 8, 256, 256)",0.277ms,0.007ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(1, 32, 256, 256)",0.288ms,0.033ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(1, 64, 256, 256)",0.298ms,0.062ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(1, 128, 256, 256)",0.364ms,0.121ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(1, 1, 640, 640)",0.204ms,0.007ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(1, 8, 640, 640)",0.264ms,0.053ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(1, 32, 640, 640)",0.441ms,0.195ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(1, 64, 640, 640)",0.656ms,0.385ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(1, 128, 640, 640)",1.040ms,0.768ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(8, 1, 96, 96)",0.24ms,0.003ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(8, 8, 96, 96)",0.228ms,0.009ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(8, 32, 96, 96)",0.281ms,0.038ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(8, 64, 96, 96)",0.319ms,0.072ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(8, 128, 96, 96)",0.413ms,0.14ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(8, 1, 256, 256)",0.23ms,0.007ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(8, 8, 256, 256)",0.289ms,0.063ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(8, 32, 256, 256)",0.567ms,0.239ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(8, 64, 256, 256)",0.74ms,0.473ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(8, 128, 256, 256)",1.210ms,0.938ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(8, 1, 640, 640)",0.287ms,0.052ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(8, 8, 640, 640)",0.656ms,0.386ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(8, 32, 640, 640)",2.044ms,1.803ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(8, 64, 640, 640)",3.891ms,3.603ms
AvgPool2d,"ceil_mode=True,kernel_size=3,stride=2","(8, 128, 640, 640)",6.363ms,6.115ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(1, 1, 96, 96)",0.254ms,0.004ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(1, 8, 96, 96)",0.31ms,0.007ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(1, 32, 96, 96)",0.203ms,0.019ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(1, 64, 96, 96)",0.311ms,0.037ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(1, 128, 96, 96)",0.368ms,0.078ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(1, 1, 256, 256)",0.223ms,0.007ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(1, 8, 256, 256)",0.221ms,0.034ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(1, 32, 256, 256)",0.443ms,0.142ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(1, 64, 256, 256)",0.514ms,0.282ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(1, 128, 256, 256)",0.803ms,0.56ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(1, 1, 640, 640)",0.249ms,0.028ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(1, 8, 640, 640)",0.433ms,0.226ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(1, 32, 640, 640)",1.137ms,0.89ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(1, 64, 640, 640)",2.045ms,1.777ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(1, 128, 640, 640)",3.820ms,3.548ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(8, 1, 96, 96)",0.241ms,0.007ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(8, 8, 96, 96)",0.24ms,0.038ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(8, 32, 96, 96)",0.397ms,0.154ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(8, 64, 96, 96)",0.535ms,0.304ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(8, 128, 96, 96)",0.876ms,0.606ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(8, 1, 256, 256)",0.239ms,0.034ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(8, 8, 256, 256)",0.508ms,0.282ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(8, 32, 256, 256)",1.387ms,1.116ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(8, 64, 256, 256)",2.498ms,2.228ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(8, 128, 256, 256)",4.722ms,4.451ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(8, 1, 640, 640)",0.457ms,0.226ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(8, 8, 640, 640)",2.079ms,1.777ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(8, 32, 640, 640)",9.042ms,8.773ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(8, 64, 640, 640)",17.813ms,17.540ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=1","(8, 128, 640, 640)",28.689ms,28.353ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(1, 1, 96, 96)",0.266ms,0.004ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(1, 8, 96, 96)",0.243ms,0.004ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(1, 32, 96, 96)",0.225ms,0.008ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(1, 64, 96, 96)",0.227ms,0.013ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(1, 128, 96, 96)",0.248ms,0.028ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(1, 1, 256, 256)",0.251ms,0.004ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(1, 8, 256, 256)",0.218ms,0.011ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(1, 32, 256, 256)",0.286ms,0.046ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(1, 64, 256, 256)",0.313ms,0.088ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(1, 128, 256, 256)",0.442ms,0.171ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(1, 1, 640, 640)",0.231ms,0.011ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(1, 8, 640, 640)",0.309ms,0.071ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(1, 32, 640, 640)",0.535ms,0.266ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(1, 64, 640, 640)",0.793ms,0.523ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(1, 128, 640, 640)",1.314ms,1.042ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(8, 1, 96, 96)",0.242ms,0.004ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(8, 8, 96, 96)",0.229ms,0.013ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(8, 32, 96, 96)",0.297ms,0.054ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(8, 64, 96, 96)",0.381ms,0.101ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(8, 128, 96, 96)",0.51ms,0.223ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(8, 1, 256, 256)",0.228ms,0.011ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(8, 8, 256, 256)",0.283ms,0.088ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(8, 32, 256, 256)",0.586ms,0.339ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(8, 64, 256, 256)",0.941ms,0.67ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(8, 128, 256, 256)",1.608ms,1.333ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(8, 1, 640, 640)",0.304ms,0.071ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(8, 8, 640, 640)",0.766ms,0.521ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(8, 32, 640, 640)",2.809ms,2.537ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(8, 64, 640, 640)",5.334ms,5.065ms
AvgPool2d,"ceil_mode=True,kernel_size=5,stride=2","(8, 128, 640, 640)",8.529ms,8.279ms
Flatten,start_dim=0,"(1, 1, 96, 96)",0.015ms,0ms
Flatten,start_dim=0,"(1, 8, 96, 96)",0.006ms,0ms
Flatten,start_dim=0,"(1, 32, 96, 96)",0.007ms,0ms
Flatten,start_dim=0,"(1, 64, 96, 96)",0.006ms,0ms
Flatten,start_dim=0,"(1, 1, 256, 256)",0.006ms,0ms
Flatten,start_dim=0,"(1, 8, 256, 256)",0.007ms,0ms
Flatten,start_dim=0,"(1, 32, 256, 256)",0.008ms,0ms
Flatten,start_dim=0,"(1, 64, 256, 256)",0.008ms,0ms
Flatten,start_dim=0,"(1, 1, 640, 640)",0.006ms,0ms
Flatten,start_dim=0,"(1, 8, 640, 640)",0.008ms,0ms
Flatten,start_dim=0,"(1, 32, 640, 640)",0.015ms,0ms
Flatten,start_dim=0,"(1, 64, 640, 640)",0.016ms,0ms
Flatten,start_dim=0,"(8, 1, 96, 96)",0.005ms,0ms
Flatten,start_dim=0,"(8, 8, 96, 96)",0.006ms,0ms
Flatten,start_dim=0,"(8, 32, 96, 96)",0.008ms,0ms
Flatten,start_dim=0,"(8, 64, 96, 96)",0.009ms,0ms
Flatten,start_dim=0,"(8, 1, 256, 256)",0.007ms,0ms
Flatten,start_dim=0,"(8, 8, 256, 256)",0.009ms,0ms
Flatten,start_dim=0,"(8, 32, 256, 256)",0.015ms,0ms
Flatten,start_dim=0,"(8, 64, 256, 256)",0.017ms,0ms
Flatten,start_dim=0,"(8, 1, 640, 640)",0.008ms,0ms
Flatten,start_dim=0,"(8, 8, 640, 640)",0.032ms,0ms
Flatten,start_dim=0,"(8, 32, 640, 640)",0.015ms,0ms
Flatten,start_dim=0,"(8, 64, 640, 640)",0.017ms,0ms
Flatten,start_dim=0,"(32, 1, 96, 96)",0.007ms,0ms
Flatten,start_dim=0,"(32, 8, 96, 96)",0.007ms,0ms
Flatten,start_dim=0,"(32, 32, 96, 96)",0.016ms,0ms
Flatten,start_dim=0,"(32, 64, 96, 96)",0.015ms,0ms
Flatten,start_dim=0,"(32, 1, 256, 256)",0.009ms,0ms
Flatten,start_dim=0,"(32, 8, 256, 256)",0.016ms,0ms
Flatten,start_dim=0,"(32, 32, 256, 256)",0.016ms,0ms
Flatten,start_dim=0,"(32, 64, 256, 256)",0.016ms,0ms
Flatten,start_dim=0,"(32, 1, 640, 640)",0.015ms,0ms
Flatten,start_dim=0,"(32, 8, 640, 640)",0.017ms,0ms
Flatten,start_dim=0,"(32, 32, 640, 640)",0.023ms,0ms
Flatten,start_dim=0,"(32, 64, 640, 640)",0.022ms,0ms
Flatten,start_dim=1,"(1, 1, 96, 96)",0.007ms,0ms
Flatten,start_dim=1,"(1, 8, 96, 96)",0.007ms,0ms
Flatten,start_dim=1,"(1, 32, 96, 96)",0.007ms,0ms
Flatten,start_dim=1,"(1, 64, 96, 96)",0.006ms,0ms
Flatten,start_dim=1,"(1, 1, 256, 256)",0.006ms,0ms
Flatten,start_dim=1,"(1, 8, 256, 256)",0.006ms,0ms
Flatten,start_dim=1,"(1, 32, 256, 256)",0.007ms,0ms
Flatten,start_dim=1,"(1, 64, 256, 256)",0.008ms,0ms
Flatten,start_dim=1,"(1, 1, 640, 640)",0.007ms,0ms
Flatten,start_dim=1,"(1, 8, 640, 640)",0.007ms,0ms
Flatten,start_dim=1,"(1, 32, 640, 640)",0.016ms,0ms
Flatten,start_dim=1,"(1, 64, 640, 640)",0.015ms,0ms
Flatten,start_dim=1,"(8, 1, 96, 96)",0.007ms,0ms
Flatten,start_dim=1,"(8, 8, 96, 96)",0.005ms,0ms
Flatten,start_dim=1,"(8, 32, 96, 96)",0.007ms,0ms
Flatten,start_dim=1,"(8, 64, 96, 96)",0.009ms,0ms
Flatten,start_dim=1,"(8, 1, 256, 256)",0.008ms,0ms
Flatten,start_dim=1,"(8, 8, 256, 256)",0.013ms,0ms
Flatten,start_dim=1,"(8, 32, 256, 256)",0.016ms,0ms
Flatten,start_dim=1,"(8, 64, 256, 256)",0.016ms,0ms
Flatten,start_dim=1,"(8, 1, 640, 640)",0.007ms,0ms
Flatten,start_dim=1,"(8, 8, 640, 640)",0.016ms,0ms
Flatten,start_dim=1,"(8, 32, 640, 640)",0.015ms,0ms
Flatten,start_dim=1,"(8, 64, 640, 640)",0.018ms,0ms
Flatten,start_dim=1,"(32, 1, 96, 96)",0.022ms,0ms
Flatten,start_dim=1,"(32, 8, 96, 96)",0.008ms,0ms
Flatten,start_dim=1,"(32, 32, 96, 96)",0.016ms,0ms
Flatten,start_dim=1,"(32, 64, 96, 96)",0.015ms,0ms
Flatten,start_dim=1,"(32, 1, 256, 256)",0.009ms,0ms
Flatten,start_dim=1,"(32, 8, 256, 256)",0.015ms,0ms
Flatten,start_dim=1,"(32, 32, 256, 256)",0.015ms,0ms
Flatten,start_dim=1,"(32, 64, 256, 256)",0.019ms,0ms
Flatten,start_dim=1,"(32, 1, 640, 640)",0.015ms,0ms
Flatten,start_dim=1,"(32, 8, 640, 640)",0.018ms,0ms
Flatten,start_dim=1,"(32, 32, 640, 640)",0.02ms,0ms
Flatten,start_dim=1,"(32, 64, 640, 640)",0.023ms,0ms
Dropout,"inplace=True,p=0.5","(1, 1, 96, 96)",0.004ms,0ms
Dropout,"inplace=True,p=0.5","(1, 8, 96, 96)",0.003ms,0ms
Dropout,"inplace=True,p=0.5","(1, 32, 96, 96)",0.002ms,0ms
Dropout,"inplace=True,p=0.5","(1, 64, 96, 96)",0.003ms,0ms
Dropout,"inplace=True,p=0.5","(1, 128, 96, 96)",0.004ms,0ms
Dropout,"inplace=True,p=0.5","(1, 1, 256, 256)",0.002ms,0ms
Dropout,"inplace=True,p=0.5","(1, 8, 256, 256)",0.003ms,0ms
Dropout,"inplace=True,p=0.5","(1, 32, 256, 256)",0.003ms,0ms
Dropout,"inplace=True,p=0.5","(1, 64, 256, 256)",0.004ms,0ms
Dropout,"inplace=True,p=0.5","(1, 128, 256, 256)",0.022ms,0ms
Dropout,"inplace=True,p=0.5","(1, 1, 640, 640)",0.003ms,0ms
Dropout,"inplace=True,p=0.5","(1, 8, 640, 640)",0.003ms,0ms
Dropout,"inplace=True,p=0.5","(1, 32, 640, 640)",0.007ms,0ms
Dropout,"inplace=True,p=0.5","(1, 64, 640, 640)",0.007ms,0ms
Dropout,"inplace=True,p=0.5","(1, 128, 640, 640)",0.008ms,0ms
Dropout,"inplace=True,p=0.5","(8, 1, 96, 96)",0.002ms,0ms
Dropout,"inplace=True,p=0.5","(8, 8, 96, 96)",0.003ms,0ms
Dropout,"inplace=True,p=0.5","(8, 32, 96, 96)",0.003ms,0ms
Dropout,"inplace=True,p=0.5","(8, 64, 96, 96)",0.006ms,0ms
Dropout,"inplace=True,p=0.5","(8, 128, 96, 96)",0.007ms,0ms
Dropout,"inplace=True,p=0.5","(8, 1, 256, 256)",0.003ms,0ms
Dropout,"inplace=True,p=0.5","(8, 8, 256, 256)",0.003ms,0ms
Dropout,"inplace=True,p=0.5","(8, 32, 256, 256)",0.007ms,0ms
Dropout,"inplace=True,p=0.5","(8, 64, 256, 256)",0.008ms,0ms
Dropout,"inplace=True,p=0.5","(8, 128, 256, 256)",0.022ms,0ms
Dropout,"inplace=True,p=0.5","(8, 1, 640, 640)",0.018ms,0ms
Dropout,"inplace=True,p=0.5","(8, 8, 640, 640)",0.007ms,0ms
Dropout,"inplace=True,p=0.5","(8, 32, 640, 640)",0.006ms,0ms
Dropout,"inplace=True,p=0.5","(8, 64, 640, 640)",0.01ms,0ms
Dropout,"inplace=True,p=0.5","(8, 128, 640, 640)",0.01ms,0ms
Dropout,"inplace=True,p=0.5","(32, 1, 96, 96)",0.002ms,0ms
Dropout,"inplace=True,p=0.5","(32, 8, 96, 96)",0.003ms,0ms
Dropout,"inplace=True,p=0.5","(32, 32, 96, 96)",0.006ms,0ms
Dropout,"inplace=True,p=0.5","(32, 64, 96, 96)",0.007ms,0ms
Dropout,"inplace=True,p=0.5","(32, 128, 96, 96)",0.007ms,0ms
Dropout,"inplace=True,p=0.5","(32, 1, 256, 256)",0.018ms,0ms
Dropout,"inplace=True,p=0.5","(32, 8, 256, 256)",0.007ms,0ms
Dropout,"inplace=True,p=0.5","(32, 32, 256, 256)",0.006ms,0ms
Dropout,"inplace=True,p=0.5","(32, 64, 256, 256)",0.007ms,0ms
Dropout,"inplace=True,p=0.5","(32, 128, 256, 256)",0.009ms,0ms
Dropout,"inplace=True,p=0.5","(32, 1, 640, 640)",0.006ms,0ms
Dropout,"inplace=True,p=0.5","(32, 8, 640, 640)",0.007ms,0ms
Dropout,"inplace=True,p=0.5","(32, 32, 640, 640)",0.01ms,0ms
Dropout,"inplace=True,p=0.5","(32, 64, 640, 640)",0.012ms,0ms
Dropout,"inplace=True,p=0.5","(32, 128, 640, 640)",0.012ms,0ms
Dropout,"inplace=True,p=0.7","(1, 1, 96, 96)",0.004ms,0ms
Dropout,"inplace=True,p=0.7","(1, 8, 96, 96)",0.017ms,0ms
Dropout,"inplace=True,p=0.7","(1, 32, 96, 96)",0.003ms,0ms
Dropout,"inplace=True,p=0.7","(1, 64, 96, 96)",0.002ms,0ms
Dropout,"inplace=True,p=0.7","(1, 128, 96, 96)",0.002ms,0ms
Dropout,"inplace=True,p=0.7","(1, 1, 256, 256)",0.003ms,0ms
Dropout,"inplace=True,p=0.7","(1, 8, 256, 256)",0.002ms,0ms
Dropout,"inplace=True,p=0.7","(1, 32, 256, 256)",0.004ms,0ms
Dropout,"inplace=True,p=0.7","(1, 64, 256, 256)",0.003ms,0ms
Dropout,"inplace=True,p=0.7","(1, 128, 256, 256)",0.007ms,0ms
Dropout,"inplace=True,p=0.7","(1, 1, 640, 640)",0.002ms,0ms
Dropout,"inplace=True,p=0.7","(1, 8, 640, 640)",0.004ms,0ms
Dropout,"inplace=True,p=0.7","(1, 32, 640, 640)",0.007ms,0ms
Dropout,"inplace=True,p=0.7","(1, 64, 640, 640)",0.007ms,0ms
Dropout,"inplace=True,p=0.7","(1, 128, 640, 640)",0.007ms,0ms
Dropout,"inplace=True,p=0.7","(8, 1, 96, 96)",0.018ms,0ms
Dropout,"inplace=True,p=0.7","(8, 8, 96, 96)",0.002ms,0ms
Dropout,"inplace=True,p=0.7","(8, 32, 96, 96)",0.003ms,0ms
Dropout,"inplace=True,p=0.7","(8, 64, 96, 96)",0.003ms,0ms
Dropout,"inplace=True,p=0.7","(8, 128, 96, 96)",0.007ms,0ms
Dropout,"inplace=True,p=0.7","(8, 1, 256, 256)",0.004ms,0ms
Dropout,"inplace=True,p=0.7","(8, 8, 256, 256)",0.003ms,0ms
Dropout,"inplace=True,p=0.7","(8, 32, 256, 256)",0.006ms,0ms
Dropout,"inplace=True,p=0.7","(8, 64, 256, 256)",0.006ms,0ms
Dropout,"inplace=True,p=0.7","(8, 128, 256, 256)",0.006ms,0ms
Dropout,"inplace=True,p=0.7","(8, 1, 640, 640)",0.003ms,0ms
Dropout,"inplace=True,p=0.7","(8, 8, 640, 640)",0.008ms,0ms
Dropout,"inplace=True,p=0.7","(8, 32, 640, 640)",0.006ms,0ms
Dropout,"inplace=True,p=0.7","(8, 64, 640, 640)",0.007ms,0ms
Dropout,"inplace=True,p=0.7","(8, 128, 640, 640)",0.009ms,0ms
Dropout,"inplace=True,p=0.7","(32, 1, 96, 96)",0.003ms,0ms
Dropout,"inplace=True,p=0.7","(32, 8, 96, 96)",0.004ms,0ms
Dropout,"inplace=True,p=0.7","(32, 32, 96, 96)",0.006ms,0ms
Dropout,"inplace=True,p=0.7","(32, 64, 96, 96)",0.022ms,0ms
Dropout,"inplace=True,p=0.7","(32, 128, 96, 96)",0.007ms,0ms
Dropout,"inplace=True,p=0.7","(32, 1, 256, 256)",0.004ms,0ms
Dropout,"inplace=True,p=0.7","(32, 8, 256, 256)",0.007ms,0ms
Dropout,"inplace=True,p=0.7","(32, 32, 256, 256)",0.021ms,0ms
Dropout,"inplace=True,p=0.7","(32, 64, 256, 256)",0.007ms,0ms
Dropout,"inplace=True,p=0.7","(32, 128, 256, 256)",0.01ms,0ms
Dropout,"inplace=True,p=0.7","(32, 1, 640, 640)",0.007ms,0ms
Dropout,"inplace=True,p=0.7","(32, 8, 640, 640)",0.007ms,0ms
Dropout,"inplace=True,p=0.7","(32, 32, 640, 640)",0.012ms,0ms
Dropout,"inplace=True,p=0.7","(32, 64, 640, 640)",0.012ms,0ms
Dropout,"inplace=True,p=0.7","(32, 128, 640, 640)",0.012ms,0ms
Dropout,"inplace=True,p=0.9","(1, 1, 96, 96)",0.003ms,0ms
Dropout,"inplace=True,p=0.9","(1, 8, 96, 96)",0.003ms,0ms
Dropout,"inplace=True,p=0.9","(1, 32, 96, 96)",0.004ms,0ms
Dropout,"inplace=True,p=0.9","(1, 64, 96, 96)",0.003ms,0ms
Dropout,"inplace=True,p=0.9","(1, 128, 96, 96)",0.003ms,0ms
Dropout,"inplace=True,p=0.9","(1, 1, 256, 256)",0.004ms,0ms
Dropout,"inplace=True,p=0.9","(1, 8, 256, 256)",0.002ms,0ms
